OID_,FOD_ID,FPA_ID,SOURCE_SYS,SOURCE_S_1,NWCG_REPOR,NWCG_REP_1,NWCG_REP_2,SOURCE_REP,SOURCE_R_1,LOCAL_FIRE,LOCAL_INCI,FIRE_CODE,FIRE_NAME,ICS_209_IN,ICS_209_NA,MTBS_ID,MTBS_FIRE_,COMPLEX_NA,FIRE_YEAR,DISCOVERY_,DISCOVERY1,DISCOVER_1,STAT_CAUSE,STAT_CAU_1,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_,LATITUDE,LONGITUDE,OWNER_CODE,OWNER_DESC,STATE,COUNTY,FIPS_CODE,FIPS_NAME
652,20023034,FS-1497852,FED,FS-FIRESTAT,FS,USCAMDF,Modoc National Forest,0509,Modoc National Forest,5,326,F7KH,MDF DH MAMMOTH,CA-MDF-000324,SCORPION COMPLEX,CA4180512136320110715,SCORPIONCOMPLEX,SCORPION COMPLEX,2011,7/15/2011 0:00:00,196,1858,6.000000000000000,Railroad,7/23/2011 0:00:00,204,2000,1194.000000000000000,F,41.783055560000001,-121.368888889999994,5.000000000000000,USFS,CA, , , 
653,20024411,FS-1493436,FED,FS-FIRESTAT,FS,USCOPSF,Pike and San Isabel National Forest,0212,Pike & San Isabel National Forests,3,110,F0R0,SIERRA VISTA,CO-PSF-110,Sierra Vista,CO3781310378320110219,SIERRAVISTA, ,2011,2/19/2011 0:00:00,50,1615,2.000000000000000,Equipment Use,2/22/2011 0:00:00,53,1200,2042.000000000000000,F,37.844722220000001,-103.737222220000007,5.000000000000000,USFS,CO, , , 
654,20024430,FS-1497981,FED,FS-FIRESTAT,FS,USKSPSF,Pike San Isabel National Forest and Grasslands,0212,Pike & San Isabel National Forests,21,2,F3KH,TUNNER,KS-PSF-000556,Tunner,KS3707910189920110508,TUNNER, ,2011,5/8/2011 0:00:00,128,0803,2.000000000000000,Equipment Use,5/14/2011 0:00:00,134,1730,17482.000000000000000,G,37.155555560000003,-101.761666669999997,5.000000000000000,USFS,KS, , , 
655,20027017,FS-1493976,FED,FS-FIRESTAT,FS,USAZTNF,Tonto National Forest,0312,Tonto National Forest,25,1,F3KZ,PICKET,AZ-TNF-000047,Picket,AZ3326811118920110508,PICKET, ,2011,5/8/2011 0:00:00,128,1139,9.000000000000000,Miscellaneous,5/11/2011 0:00:00,131,1800,1336.000000000000000,F,33.268055560000001,-111.189166670000006,5.000000000000000,USFS,AZ, , , 
656,201100747,W-621695,FED,DOI-WFMI,BIA,USOKWEA,Wewoka Agency,OKWEA,Wewoka Agency,34, ,F6Y5,GAS LEAK,OK-WEA-011031,Gas Leak, , , ,2011,7/8/2011 0:00:00,189,1030,7.000000000000000,Arson,7/10/2011 0:00:00,191,1800,576.000000000000000,E,35.262799999999999,-96.536900000000003,2.000000000000000,BIA,OK, , , 
657,201100757,W-625643,FED,DOI-WFMI,BIA,USOKWEA,Wewoka Agency,OKWEA,Wewoka Agency,44, ,F9Y1,JIMBOY, , , , , ,2011,8/8/2011 0:00:00,220,0900,2.000000000000000,Equipment Use,8/8/2011 0:00:00,220,1700,725.000000000000000,E,34.992500000000000,-96.638300000000001,8.000000000000000,PRIVATE,OK, , , 
658,201199969,2011NCSTNCST-082-20110083,NONFED,ST-NASF,ST/C&L,USNCNCS,North Carolina Forest Service,NCST,North Carolina Division of Forest Resources, ,NCST-082-20110083, ,BLUEBERRY FARM FIRE,NC-NCS-11-082-046,Blueberry Farm Fire, , , ,2011,6/13/2011 0:00:00,164,1330,13.000000000000000,Missing/Undefined,6/13/2011 0:00:00,164,1800,600.000000000000000,E,34.619500000000002,-78.219833330000000,14.000000000000000,MISSING/NOT SPECIFIED,NC,Sampson,163,Sampson
659,201187916,2011AFCAR7/12/2011260,NONFED,ST-NASF,ST/C&L,USARARS,Arkansas Forestry Commission,ARAFC,Arkansas Forestry Commission, ,AR7/12/2011260, ,HOWARD MT.,AR-ARS-260D5,Howard Mt.,AR3473409297020110712,HOWARDMT., ,2011,7/12/2011 0:00:00,193,1258,7.000000000000000,Arson,7/12/2011 0:00:00,193,2100,540.000000000000000,E,34.733429999999998,-92.968710000000002,8.000000000000000,PRIVATE,AR,SALINE,125,Saline
660,201191875,2011NCSTNCST-086-20110027,NONFED,ST-NASF,ST/C&L,USNCNCS,North Carolina Forest Service,NCST,North Carolina Division of Forest Resources, ,NCST-086-20110027, ,LUMBER PLANT FIRE,NC-NCS-11086009,Lumber Plant,NC3654908086820110214,LUMBERPLANT, ,2011,2/14/2011 0:00:00,45,1532,13.000000000000000,Missing/Undefined,2/19/2011 0:00:00,50,1800,737.000000000000000,E,36.548333329999998,-80.868916670000004,14.000000000000000,MISSING/NOT SPECIFIED,NC,Surry,171,Surry
661,201194257,2011CACDFTCU010455,NONFED,ST-NASF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit, ,TCU010455, ,BLUE, , , , , ,2011,12/1/2011 0:00:00,335,0708,9.000000000000000,Miscellaneous,,0, ,698.000000000000000,E,38.342222000000000,-120.364999999999995,14.000000000000000,MISSING/NOT SPECIFIED,CA,CALAVERAS,009,Calaveras
662,201200018,2011NCSTNCST-067-20110083,NONFED,ST-NASF,ST/C&L,USNCNCS,North Carolina Forest Service,NCST,North Carolina Division of Forest Resources, ,NCST-067-20110083, ,SR8 PRIVATE SIDE,NC-NCS-11067041,SR8,NC3460407753620110323,SR8, ,2011,3/24/2011 0:00:00,83,1400,13.000000000000000,Missing/Undefined,3/24/2011 0:00:00,83,1900,944.000000000000000,E,34.569000000000003,-77.487433330000002,14.000000000000000,MISSING/NOT SPECIFIED,NC,Onslow,133,Onslow
663,201193165,2011CACDFSLU000045,NONFED,ST-NASF,ST/C&L,USCASLU,San Luis Obispo Unit,CASLU,San Luis Obispo Unit, ,SLU000045, , , , , , , ,2011,7/25/2011 0:00:00,206,1125,13.000000000000000,Missing/Undefined,,0, ,1600.000000000000000,F,35.159999999999997,-120.390000000000001,14.000000000000000,MISSING/NOT SPECIFIED,CA,SAN LUIS OBISPO,079,San Luis Obispo
664,201196813,2011AFSSWR-20110625-001,NONFED,ST-NASF,ST/C&L,USALALS,Alabama Forestry Commission,ALAFS,Alabama Forestry Commission, ,SWR-20110625-001, ,"GULF STATE PARK , AL",AL-ALS-11-5285,Possum Road,AL3026908763820110625,POSSUMROAD, ,2011,6/25/2011 0:00:00,176,1230,4.000000000000000,Campfire,7/1/2011 0:00:00,182,1800,898.000000000000000,E,30.262025699999999,-87.650713999999994,14.000000000000000,MISSING/NOT SPECIFIED,AL,Baldwin,003,Baldwin
665,201188132,2011MFCMS405945657,NONFED,ST-NASF,ST/C&L,USMSMSS,Mississippi Forestry Commission,MSMFC,Mississippi Forestry Commission, ,MS405945657, ,MS0    1111-1710220007,MS-MSS-200111,YELLOW CREEK,MS3476308832320110220,YELLOWCREEK, ,2011,2/20/2011 0:00:00,51,1317,13.000000000000000,Missing/Undefined,,0, ,1344.000000000000000,F,34.767353999999997,-88.319513999999998,14.000000000000000,MISSING/NOT SPECIFIED,MS,Tishomingo,141,Tishomingo
666,201188284,2011AFCAR3/20/2011066,NONFED,ST-NASF,ST/C&L,USARARS,Arkansas Forestry Commission,ARAFC,Arkansas Forestry Commission, ,AR3/20/2011066, ,QUEEN SIMMONS,AR-ARS-66D9,Queen Simmons,AR3573609261420110320,QUEENSIMMONS, ,2011,3/20/2011 0:00:00,79,1300,7.000000000000000,Arson,3/20/2011 0:00:00,79, ,736.000000000000000,E,35.726070000000000,-92.609849999999994,8.000000000000000,PRIVATE,AR,VAN BUREN,141,Van Buren
667,201187004,2011AFSNER-20110604-003,NONFED,ST-NASF,ST/C&L,USALALS,Alabama Forestry Commission,ALAFS,Alabama Forestry Commission, ,NER-20110604-003, ,"3145 VALLEY FORD RD., AL",AL-ALS-20110604003,Mud Creek Fire,AL3339808709920110604,MUDCREEKFIRE, ,2011,6/4/2011 0:00:00,155,1408,5.000000000000000,Debris Burning,6/10/2011 0:00:00,161,2000,2950.000000000000000,F,33.418371000000000,-87.090020899999999,14.000000000000000,MISSING/NOT SPECIFIED,AL,Jefferson,073,Jefferson
668,201199334,2011NCSTNCST-071-20110013,NONFED,ST-NASF,ST/C&L,USNCNCS,North Carolina Forest Service,NCST,North Carolina Division of Forest Resources, ,NCST-071-20110013, ,WOLF ISLAND FIRE,NC-NCS-11071017,Wolf Island,NC3440107772520110219,WOLFISLAND, ,2011,2/19/2011 0:00:00,50,1230,13.000000000000000,Missing/Undefined,2/19/2011 0:00:00,50,2025,678.000000000000000,E,34.445000000000000,-77.745000000000005,14.000000000000000,MISSING/NOT SPECIFIED,NC,Pender,141,Pender
669,201187133,2011AFSNER-20110222-018,NONFED,ST-NASF,ST/C&L,USALALS,Alabama Forestry Commission,ALAFS,Alabama Forestry Commission, ,NER-20110222-018, ,"CO RD 19, AL",AL-ALS-20110222018,Mt Weisner 2011,AL3403408569120110222,MTWEISNER2011, ,2011,2/22/2011 0:00:00,53,2126,9.000000000000000,Miscellaneous,2/24/2011 0:00:00,55,1845,2332.000000000000000,F,31.509407700000001,-87.768918600000006,14.000000000000000,MISSING/NOT SPECIFIED,AL,Cherokee,019,Cherokee
670,201191231,2011AFSSWR-20110606-004,NONFED,ST-NASF,ST/C&L,USALALS,Alabama Forestry Commission,ALAFS,Alabama Forestry Commission, ,SWR-20110606-004, ,"KING LANE, AL", , , , , ,2011,6/6/2011 0:00:00,157,0922,9.000000000000000,Miscellaneous,6/6/2011 0:00:00,157,1714,595.000000000000000,E,30.916749500000002,-87.725736699999999,14.000000000000000,MISSING/NOT SPECIFIED,AL,Baldwin,003,Baldwin
671,201195958,2011AFSECR-20110304-008,NONFED,ST-NASF,ST/C&L,USALALS,Alabama Forestry Commission,ALAFS,Alabama Forestry Commission, ,ECR-20110304-008, ,"CO RD 2& ST MARKS CHURCH, AL",AL-ALS-20110304008,St Mark Church,AL3225508573520110304,STMARKCHURCH, ,2011,3/4/2011 0:00:00,63,1627,7.000000000000000,Arson,3/4/2011 0:00:00,63,2202,616.000000000000000,E,34.171407100000003,-85.557385600000003,14.000000000000000,MISSING/NOT SPECIFIED,AL,Macon,087,Macon
672,201203095,2011TDA10385,NONFED,ST-NASF,ST/C&L,USTNTNS,Tennessee Division of Forestry,TNTDA,Tennessee Department of Agriculture, ,10385, ,JUSTICE MTN,TN-TNS-ETD0013,Gobey Road Fire,TN3617008450920111112,GOBEYROADFIRE, ,2011,11/12/2011 0:00:00,316,0000,7.000000000000000,Arson,11/14/2011 0:00:00,318,1700,1384.000000000000000,F,36.171182999999999,-84.508583000000002,8.000000000000000,PRIVATE,TN,MORGAN,129,Morgan
673,201188665,2011AFCAR8/5/2011212,NONFED,ST-NASF,ST/C&L,USARARS,Arkansas Forestry Commission,ARAFC,Arkansas Forestry Commission, ,AR8/5/2011212, ,HONEY CREEK,AR-ARS-212 D7,Honey Creek, , , ,2011,8/5/2011 0:00:00,217,1450,9.000000000000000,Miscellaneous,8/5/2011 0:00:00,217, ,994.000000000000000,E,36.270499999999998,-94.399600000000007,8.000000000000000,PRIVATE,AR,BENTON,007,Benton
674,201191580,2011AFSNOR-20111112-005,NONFED,ST-NASF,ST/C&L,USALALS,Alabama Forestry Commission,ALAFS,Alabama Forestry Commission, ,NOR-20111112-005, ,"CO RD 184, AL", , , , , ,2011,11/12/2011 0:00:00,316,1429,9.000000000000000,Miscellaneous,11/16/2011 0:00:00,320,0910,1163.000000000000000,F,34.446795399999999,-87.213452599999997,14.000000000000000,MISSING/NOT SPECIFIED,AL,Lawrence,079,Lawrence
675,201196303,2011AFSSWR-20110707-002,NONFED,ST-NASF,ST/C&L,USALALS,Alabama Forestry Commission,ALAFS,Alabama Forestry Commission, ,SWR-20110707-002, ,"BISHOP TRACE, AL", , , , , ,2011,7/7/2011 0:00:00,188,1748,1.000000000000000,Lightning,7/9/2011 0:00:00,190,1840,800.000000000000000,E,30.447577299999999,-87.455151400000005,14.000000000000000,MISSING/NOT SPECIFIED,AL,Baldwin,003,Baldwin
676,201192879,2011CACDFSLU000046,NONFED,ST-NASF,ST/C&L,USCASLU,San Luis Obispo Unit,CASLU,San Luis Obispo Unit, ,SLU000046, , , , , , , ,2011,9/23/2011 0:00:00,266,0127,13.000000000000000,Missing/Undefined,,0, ,5050.000000000000000,G,35.261367999999997,-120.643765000000002,14.000000000000000,MISSING/NOT SPECIFIED,CA,SAN LUIS OBISPO,079,San Luis Obispo
677,201187763,2011AFCAR4/3/2011042,NONFED,ST-NASF,ST/C&L,USARARS,Arkansas Forestry Commission,ARAFC,Arkansas Forestry Commission, ,AR4/3/2011042, , , , ,AR3414609389520110403,DIERKS, ,2011,4/3/2011 0:00:00,93,1500,7.000000000000000,Arson,4/3/2011 0:00:00,93, ,900.000000000000000,E,34.142940000000003,-93.855220000000003,8.000000000000000,PRIVATE,AR,HOWARD,061,Howard
678,201157161,2011GAGAS-FY2011-Charlton-101,NONFED,ST-NASF,ST/C&L,USGAGAS,Georgia Forestry Commission,GAGAS,Georgia Forestry Commission, ,FY2011-Charlton-101, ,FY2011-CHARLTON-101, , ,GA3098208214620110615,GA-19(SAWFLYRD), ,2011,6/14/2011 0:00:00,165,1514,5.000000000000000,Debris Burning,6/14/2011 0:00:00,165,1900,1400.000000000000000,F,30.971424649999999,-82.147673510000004,8.000000000000000,PRIVATE,GA,Charlton,049,Charlton
679,201164640,2011FLFLS2011100488,NONFED,ST-NASF,ST/C&L,USFLFLS,Florida Forest Service,FLFLS,Florida Forest Service, ,2011100488, ,ESPANOLA  (18),FL-FLS-2011-10-0488,ESPANOLA FIRE,FL2954508136820110530,ESPANOLAFIRE, ,2011,5/30/2011 0:00:00,150,1731,1.000000000000000,Lightning,7/13/2011 0:00:00,194,1439,5136.000000000000000,G,29.544599999999999,-81.368300000000005,8.000000000000000,PRIVATE,FL,Flagler,035,Flagler
680,201168011,2011NMVAY-12-50330097X,NONFED,ST-NASF,ST/C&L,USNMNMS,New Mexico - State Forestry,NMVAY,New Mexico - State Forestry, ,12-50330097X, ,TRIANGLE 2,NM-N5S-033,TRIANGLE 2,NM3436110411620110711,TRIANGLE2, ,2011,7/11/2011 0:00:00,192,1954,1.000000000000000,Lightning,7/12/2011 0:00:00,193,0139,1920.000000000000000,F,34.360770000000002,-104.115729999999999,8.000000000000000,PRIVATE,NM,De Baca,011,De Baca
681,201169214,2011NMFLY-11-53100696X,NONFED,ST-NASF,ST/C&L,USNMNMS,New Mexico - State Forestry,NMFLY,New Mexico - State Forestry, ,11-53100696X, ,TIVIS,NM-N5S-000310,Tivis, , , ,2011,5/14/2011 0:00:00,134,1656,2.000000000000000,Equipment Use,5/16/2011 0:00:00,136,1825,800.000000000000000,E,34.206000000000003,-103.631000000000000,8.000000000000000,PRIVATE,NM,Roosevelt,041,Roosevelt
682,201169222,2011NMQUA-11-40640683X,NONFED,ST-NASF,ST/C&L,USNMNMS,New Mexico - State Forestry,NMQUA,New Mexico - State Forestry, ,11-40640683X, ,MCCARTY, , , , , ,2011,5/10/2011 0:00:00,130,1717,11.000000000000000,Powerline,5/10/2011 0:00:00,130,1830,1013.000000000000000,F,35.611649999999997,-103.364480000000000,8.000000000000000,PRIVATE,NM,Quay,037,Quay
683,201169225,2011NMTAT-11-53050677X,NONFED,ST-NASF,TRIBE,USNMTAT,Taos Pueblo,NMTAT,Taos Pueblo, ,11-53050677X, ,JOHNSON,NM-N5S-305,JOHNSON,NM3340410345720110510,JOHNSON, ,2011,5/10/2011 0:00:00,130,2226,1.000000000000000,Lightning,5/14/2011 0:00:00,134,1800,1231.000000000000000,F,33.399999999999999,-103.457222000000002,8.000000000000000,PRIVATE,NM,Lea,025,Lea
684,201169236,2011NMTAT-11-51660399X,NONFED,ST-NASF,TRIBE,USNMTAT,Taos Pueblo,NMTAT,Taos Pueblo, ,11-51660399X, ,JACKIE,NM-N5S-166,JACKIE,NM3315310363820110324,JACKIE, ,2011,3/24/2011 0:00:00,83,1304,2.000000000000000,Equipment Use,3/24/2011 0:00:00,83,2211,21510.000000000000000,G,33.152500000000003,-103.637777999999997,8.000000000000000,PRIVATE,NM,Lea,025,Lea
685,201169238,2011NMTYR-11-30340317X,NONFED,ST-NASF,ST/C&L,USNMNMS,New Mexico - State Forestry,NMTYR,New Mexico - State Forestry, ,11-30340317X, ,QUAIL RIDGE,NM-N3S-000923,Quail Ridge,NM3272110829320110307,QUAILRIDGE, ,2011,3/7/2011 0:00:00,66,1330,2.000000000000000,Equipment Use,3/11/2011 0:00:00,70,1800,1434.000000000000000,F,32.723900000000000,-108.261899999999997,8.000000000000000,PRIVATE,NM,Grant,017,Grant
686,201161422,2011GAGAS-FY2011-Clinch-058,NONFED,ST-NASF,ST/C&L,USGAGAS,Georgia Forestry Commission,GAGAS,Georgia Forestry Commission, ,FY2011-Clinch-058, ,FY2011-CLINCH-058, , ,GA3086808245120110701,CRAVENSHAMMOCK, ,2011,6/15/2011 0:00:00,166,1805,1.000000000000000,Lightning,6/15/2011 0:00:00,166,2340,3703.000000000000000,F,30.725538830000001,-82.446733289999997,8.000000000000000,PRIVATE,GA,Clinch,065,Clinch
687,201168074,2011NMSTA-11-61621023X,NONFED,ST-NASF,ST/C&L,USNMNMS,New Mexico - State Forestry,NMSTA,New Mexico - State Forestry, ,11-61621023X, ,RUSSEL 2, , , , , ,2011,6/29/2011 0:00:00,180,1710,1.000000000000000,Lightning,6/29/2011 0:00:00,180,2155,3000.000000000000000,F,35.110810000000001,-105.738280000000003,8.000000000000000,PRIVATE,NM,Santa Fe,049,Santa Fe
688,201168116,2011NMTYR-11-31530937X,NONFED,ST-NASF,ST/C&L,USNMNMS,New Mexico - State Forestry,NMTYR,New Mexico - State Forestry, ,11-31530937X, ,HACHITA,NM-N3S-000525,Hatchita,NM3193110835220110619,HATCHITA, ,2011,6/19/2011 0:00:00,170,1406,2.000000000000000,Equipment Use,6/21/2011 0:00:00,172,0800,1663.000000000000000,F,31.930800000000001,-108.351900000000001,8.000000000000000,PRIVATE,NM,Grant,017,Grant
689,201168120,2011NMFOR-11-41060932X,NONFED,ST-NASF,ST/C&L,USNMNMS,New Mexico - State Forestry,NMFOR,New Mexico - State Forestry, ,11-41060932X, ,WINDY,NM-N4S-106,Windy,NM3469410372520110618,WINDY, ,2011,6/18/2011 0:00:00,169,1400,9.000000000000000,Miscellaneous,6/19/2011 0:00:00,170,1900,32243.000000000000000,G,34.693829999999998,-103.724999999999994,8.000000000000000,PRIVATE,NM,Quay,037,Quay
690,201169247,2011NMELI-11-51320283X,NONFED,ST-NASF,ST/C&L,USNMNMS,New Mexico - State Forestry,NMELI,New Mexico - State Forestry, ,11-51320283X, ,PRAIRIE,NM-N5S-132,PRAIRIE,NM3369010357020110227,PRAIRIE, ,2011,2/27/2011 0:00:00,58,0926,11.000000000000000,Powerline,2/27/2011 0:00:00,58,1308,5000.000000000000000,G,33.773417000000002,-103.605193999999997,8.000000000000000,PRIVATE,NM,Roosevelt,041,Roosevelt
691,201169321,2011NMKNO-11-52910654X,NONFED,ST-NASF,ST/C&L,USNMNMS,New Mexico - State Forestry,NMKNO,New Mexico - State Forestry, ,11-52910654X, ,DANS BAR,NM-N5S-291,DANS BAR,NM3290010309120110509,DANSBAR, ,2011,5/9/2011 0:00:00,129,1325,9.000000000000000,Miscellaneous,5/11/2011 0:00:00,131,1200,2000.000000000000000,F,32.899999999999999,-103.090999999999994,8.000000000000000,PRIVATE,NM,Lea,025,Lea
692,201168201,2011NMLAR-11-54090923X,NONFED,ST-NASF,ST/C&L,USNMNMS,New Mexico - State Forestry,NMLAR,New Mexico - State Forestry, ,11-54090923X, ,BURNING TENT,NM-N5S-409,BURNING TENT,NM3461110428620110618,BURNINGTENT, ,2011,6/18/2011 0:00:00,169,1245,5.000000000000000,Debris Burning,6/18/2011 0:00:00,169,2317,10077.000000000000000,G,34.610889999999998,-104.286100000000005,8.000000000000000,PRIVATE,NM,De Baca,011,De Baca
693,201168215,2011NMTAT-11-52740605X,NONFED,ST-NASF,TRIBE,USNMTAT,Taos Pueblo,NMTAT,Taos Pueblo, ,11-52740605X, ,PHIL,NM-N5S-5274,PHIL,NM3318110375420110429,PHIL, ,2011,4/29/2011 0:00:00,119,2220,11.000000000000000,Powerline,4/30/2011 0:00:00,120,1200,2097.000000000000000,F,33.180833000000000,-103.754440000000002,8.000000000000000,PRIVATE,NM,Chaves,005,Chaves
694,201168216,2011NMMAL-11-52730604X,NONFED,ST-NASF,ST/C&L,USNMNMS,New Mexico - State Forestry,NMMAL,New Mexico - State Forestry, ,11-52730604X, ,BRANCH,NM-N5S-5273,BRANCH,NM3294410345020110429,BRANCH, ,2011,4/29/2011 0:00:00,119,1800,9.000000000000000,Miscellaneous,4/30/2011 0:00:00,120,1800,1515.000000000000000,F,32.943916999999999,-103.449805999999995,8.000000000000000,PRIVATE,NM,Lea,025,Lea
695,201169324,2011NMLCD-11-31030644X,NONFED,ST-NASF,BLM,USNMLCD,Las Cruces Field Office,NMLCD,Las Cruces Field Office, ,11-31030644X, ,CLOVERDALE 2,NM-N3S-000927,Cloverdale2,NM3135610886320110507,CLOVERDALE2, ,2011,5/7/2011 0:00:00,127,1300,4.000000000000000,Campfire,5/13/2011 0:00:00,133,1800,23600.000000000000000,G,31.356389000000000,-108.862499999999997,8.000000000000000,PRIVATE,NM,Hidalgo,023,Hidalgo
696,201161578,2011GAGAS-FY2011-Long-083,NONFED,ST-NASF,ST/C&L,USGAGAS,Georgia Forestry Commission,GAGAS,Georgia Forestry Commission, ,FY2011-Long-083, ,FY2011-LONG-083,GA-GAS-011009,Elim Church Rd. Fire,GA3172708175020110324,ELIMCHURCHRD.FIRE, ,2011,3/24/2011 0:00:00,83,1556,5.000000000000000,Debris Burning,3/25/2011 0:00:00,84,0400,4035.000000000000000,F,31.726449030000001,-81.710892849999993,7.000000000000000,STATE,GA,Long,183,Long
697,201164927,2011FLFLS2011180327,NONFED,ST-NASF,ST/C&L,USFLFLS,Florida Forest Service,FLFLS,Florida Forest Service, ,2011180327, ,3A NORTH, , ,FL2632608054720110818,3ANORTH, ,2011,8/18/2011 0:00:00,230,1550,1.000000000000000,Lightning,8/22/2011 0:00:00,234,1112,7000.000000000000000,G,26.325700000000001,-80.546999999999997,7.000000000000000,STATE,FL,Broward,011,Broward
698,201168260,2011CACDFSLU004752,NONFED,ST-NASF,ST/C&L,USCASLU,San Luis Obispo Unit,CASLU,San Luis Obispo Unit, ,SLU004752, ,HIGHWAY, , , , , ,2011,6/24/2011 0:00:00,175,1529,2.000000000000000,Equipment Use,,0, ,767.000000000000000,E,35.589722000000002,-120.422499999999999,14.000000000000000,MISSING/NOT SPECIFIED,CA,SAN LUIS OBISPO,079,San Luis Obispo
699,201168279,2011NM-11-54250987X,NONFED,ST-NASF,ST/C&L,USNMNMS,New Mexico - State Forestry,NMNMS,New Mexico - State Forestry, ,11-54250987X, ,DONALDSON,NM-N5S-000425,DONALDSON,NM3330110523720110628,DONALDSON, ,2011,6/28/2011 0:00:00,179,0200,1.000000000000000,Lightning,7/15/2011 0:00:00,196,1800,101562.000000000000000,G,33.300666999999997,-105.237055999999995,8.000000000000000,PRIVATE,NM,Lincoln,027,Lincoln
700,201157407,2011GAGAS-FY2011-Dade-044,NONFED,ST-NASF,ST/C&L,USGAGAS,Georgia Forestry Commission,GAGAS,Georgia Forestry Commission, ,FY2011-Dade-044, ,FY2011-DADE-044,GA-GAS-011001,VALENTINE,GA3497408547220110214,VALENTINE, ,2011,2/14/2011 0:00:00,45,0729,7.000000000000000,Arson,2/16/2011 0:00:00,47,2040,924.860000000000014,E,34.962876840000000,-85.466536899999994,8.000000000000000,PRIVATE,GA,Dade,083,Dade
701,201158448,2011UTFFSL54308-2011,NONFED,ST-NASF,ST/C&L,USUTUTS,Utah Division Forestry Fire State Lands,UTFFSL,"Utah Division of Forestry, Fire & State Lands", ,54308-2011, ,WHITE ROCK NORTH,UT-NWS-000296,White Rock North, , , ,2011,8/9/2011 0:00:00,221,2113,1.000000000000000,Lightning,,0, ,660.000000000000000,E,41.029195000000001,-112.229448000000005,7.000000000000000,STATE,UT,DAVIS,011,Davis
702,201159536,2011GAGAS-FY2011-Clinch-045,NONFED,ST-NASF,ST/C&L,USGAGAS,Georgia Forestry Commission,GAGAS,Georgia Forestry Commission, ,FY2011-Clinch-045, ,FY2011-CLINCH-045,GA-GAS-011012,Arabia Bay,GA3113108287620110324,ARABIABAY, ,2011,3/18/2011 0:00:00,77,1827,7.000000000000000,Arson,3/18/2011 0:00:00,77,2025,12485.000000000000000,G,31.115200389999998,-82.886551220000001,8.000000000000000,PRIVATE,GA,Clinch,065,Clinch
703,201161615,2011GAGAS-FY2011-Wayne-126,NONFED,ST-NASF,ST/C&L,USGAGAS,Georgia Forestry Commission,GAGAS,Georgia Forestry Commission, ,FY2011-Wayne-126, ,FY2011-WAYNE-126,GA-GAS-011031,RAYONIER PASTURE,GA3138108190320110614,RAYONIERPASTURE, ,2011,6/14/2011 0:00:00,165,1729,1.000000000000000,Lightning,6/15/2011 0:00:00,166,2210,635.799999999999955,E,31.382014909999999,-81.899929999999998,8.000000000000000,PRIVATE,GA,Wayne,305,Wayne
704,201168314,2011NMCAD-11-54030912X,NONFED,ST-NASF,BLM,USNMCAD,Carlsbad Field Office,NMCAD,Carlsbad Field Office, ,11-54030912X, ,CARRASCO,NM-N5S-000403,Carrasco, , , ,2011,6/14/2011 0:00:00,165,1316,3.000000000000000,Smoking,6/14/2011 0:00:00,165,2000,586.000000000000000,E,32.314000000000000,-104.161000000000001,8.000000000000000,PRIVATE,NM,Eddy,015,Eddy
705,201168342,2011CACDFLNU006823,NONFED,ST-NASF,ST/C&L,USCALNU,Sonoma-Lake Napa Unit,CALNU,Sonoma-Lake Napa Unit, ,LNU006823, ,BEACON,CA-LNU-6823,BEACON, , , ,2011,8/27/2011 0:00:00,239,1806,7.000000000000000,Arson,,0, ,715.000000000000000,E,38.286667000000001,-122.003611000000006,14.000000000000000,MISSING/NOT SPECIFIED,CA,SOLANO,095,Solano
706,201154188,2011FLFLS2011120140,NONFED,ST-NASF,ST/C&L,USFLFLS,Florida Forest Service,FLFLS,Florida Forest Service, ,2011120140, ,SHOULDER KNOT (5),FL-FLS-2011-12-0140,SHOULDER KNOT,FL2867608098920110221,SHOULDERKNOT, ,2011,2/21/2011 0:00:00,52,1219,9.000000000000000,Miscellaneous,2/22/2011 0:00:00,53,2242,712.000000000000000,E,28.676500000000001,-80.989500000000007,7.000000000000000,STATE,FL,Volusia,127,Volusia
