"","FIRE_ID","FIRE_TYPE","IG_DATE","LATITUDE","LONGITUDE","ACRES","US_L4CODE","ECO_US_ID","SECTION","year","month","ppt","tmean","vpdmax","vpdmin","PDSI","Open_Water","Developed","Barren","Deciduous","Evergreen","Mixed","Shrub","grass","Pasture","Crops","Wetlands","DOY","PET","EVI","NDVI","Elevation"
"929","TX2884109573020130215","Wildfire",2013-02-15,28.773,-95.737,1395,"34h",82,"Central Gulf Prairies and Marshes Section",2013,2,41.3689994812012,15.2670011520386,9.76200008392334,0.48199999332428,-1.84,8.631250896,0.150451354,1.597650093,0.025075226,0.404785786,0.078807852,0.56240149,2.203037684,0,0,86.34653962,46,3,0.2028,0.4479,2
"930","FL2929308118020130302","Wildfire",2013-03-02,29.291,-81.159,1245,"75d",158,"Florida Coastal Lowlands (Eastern) Section",2013,3,26.9659996032715,13.9870004653931,16.318000793457,0.982999980449677,-3.94,0.605387591,17.81236567,0.118211778,0.044777189,15.05229976,0.001791088,5.819243445,2.989325118,4.155323112,0,53.40127525,61,3.7,0.2151,0.4847,8
"931","FL2928608171420130302","Wildfire",2013-03-02,29.282,-81.683,2078,"75c",99,"Coastal Plains and Flatwoods, Lower Section",2013,3,19.4529991149902,13.899001121521,15.951000213623,1.00999999046326,-3.29,11.40815815,7.329083551,0.028650217,0.007162554,60.86559467,0.055509795,13.18089031,1.187193353,0.080578734,0,5.85717867,61,3.4,0.2175,0.6572,20
"932","OK3389109699920130303","Wildfire",2013-03-03,33.924,-96.951,3165,"29b",162,"Cross Timbers and Prairie Section",2013,3,59.6129989624023,10.117000579834,12.4860000610352,1.18599998950958,-4.47,20.55457037,0.537374389,0.469306966,30.33120175,5.957690723,0.254357211,3.593243413,15.94031562,4.453042435,1.556594479,16.35230265,62,3.9,0.1951,0.4,194
"933","FL3045008681920130305","Wildfire",2013-03-05,30.497,-86.821,5554,"65f",100,"Florida Coastal Lowlands (Western) Section",2013,3,56.4809989929199,12.4650001525879,13.7449998855591,0.962000012397766,-2.42,0.404771286,7.16767561,1.527742952,0.148654941,38.11118673,0.059103772,30.42053229,19.75857005,0.057312749,0,2.344449619,64,3.8,0.2656,0.5246,39
"934","MS3210008962020140327","Wildfire",2014-03-27,32.101,-89.612,681,"65d",98,"Coastal Plains, Middle Section",2014,3,160.617004394531,10.1830005645752,11.0710000991821,0.171000003814697,0.880000000000001,0.026863907,4.045704461,0,2.17776743,47.25540412,28.36291348,2.242240808,0.320575962,4.480899762,0,11.08763007,86,4.9,0.3238,0.6611,139
"935","LA3105009256020140327","Wildfire",2014-03-27,31.054,-92.563,1122,"35e",95,"Coastal Plains and Flatwoods, Western Gulf Section",2014,3,87.2979965209961,12.3150005340576,10.8409996032715,0.509999990463257,-3.5,0.426217765,7.688037249,1.504297994,0.811246418,75.47815186,0.603510029,2.602077364,2.861747851,0.990329513,0.021489971,7.012893983,86,4.1,0.3473,0.6987,62
"936","OK3526009612020140327","Wildfire",2014-03-27,35.246,-96.113,2251,"29a",162,"Cross Timbers and Prairie Section",2014,3,91.9540023803711,7.85100030899048,12.2130002975464,0.833999991416931,-3.1,0.567734078,3.331184182,0.034028226,66.34071209,0.037610144,0.231033742,2.124077656,13.55218855,13.75814886,0,0.02328247,86,7.1,0.1625,0.2968,258
"937","OK3698009637020140327","Wildfire",2014-03-27,36.973,-96.378,7909,"28a",89,"Flint Hills Section",2014,3,34.3540000915527,5.86900043487549,13.246000289917,0.995999991893768,-3.31,0.105677951,2.004298764,0,5.244492208,0.046569944,0,0.028658427,81.58158696,10.9457281,0,0.042987641,86,6.8,0.1356,0.2746,281
"938","OK3636009650020140327","Wildfire",2014-03-27,36.372,-96.494,2050,"29a",89,"Flint Hills Section",2014,3,39.7760009765625,7.04700040817261,13.871000289917,1.04700005054474,-4.38,4.050787056,2.827671424,0.010744793,56.99396501,0.422628535,0.325925395,1.969878763,28.30357623,2.413996884,2.562633191,0.118192726,86,7.5,0.168,0.3743,275
"939","OK3627209628420140327","Wildfire",2014-03-27,36.262,-96.272,1217,"29a",89,"Flint Hills Section",2014,3,52.1920013427734,7.24900054931641,13.5869998931885,1.19200003147125,-4.4,8.565747756,6.534472567,0.001791248,49.88983825,0.010747488,0.103892382,2.187113762,32.00780984,0.644849266,0,0.053737439,86,7.4,0.1918,0.3333,235
"940","MT4524310605320120703","Wildfire",2012-07-03,45.26,-106.031,64383,"43p",61,"Powder River Basin Section",2012,7,33.4650001525879,25.2700004577637,46.6790008544922,5.85599994659424,-2.94,0,0.010747295,0,0,4.098301927,0,1.450884861,92.27985957,0,0,2.160206348,185,9,0.0787,0.2518,1133
"941","UT4046511175120120703","Wildfire",2012-07-03,40.469,-111.732,2042,"19f",49,"Bonneville Basin Section",2012,7,19.7059993743896,22.867000579834,37.5919990539551,10.8719997406006,-2.49,0,10.82891532,0.207766156,22.69307924,28.62874337,0.929574438,24.68118642,10.62114916,0.845393323,0.265080957,0.299111621,185,7.3,0.4359,0.675,2190
"942","MT4597710690920120703","Wildfire",2012-07-03,45.936,-106.887,5352,"43n",61,"Powder River Basin Section",2012,7,11.6099996566772,24.9940013885498,45.1559982299805,5.81400012969971,-3.4,0.001791408,0.012539859,0,0,15.2807137,0,23.83827165,58.53785246,1.012145749,0.023288309,1.293396869,185,10.2,0.1278,0.2977,1062
"943","ID4470011705020120703","Wildfire",2012-07-03,44.692,-117.051,1894,"11i",27,"Owyhee Uplands Section",2012,7,11.0640001296997,25.1100006103516,44.1910018920898,8.73299980163574,-1.77,8.637487016,0.014327161,0,0,5.761309502,0,25.77993481,59.74246929,0.010745371,0,0.053726853,185,7.2,0.1732,0.3288,878
"944","MT4574310884220120703","Wildfire",2012-07-03,45.737,-108.862,1139,"43o",61,"Powder River Basin Section",2012,7,14.2580003738403,24.2640018463135,42.0509986877441,5.98899984359741,-3.7,0,0.678882978,0.012538736,0,11.15051857,0,32.65803285,42.31465062,0.641266771,12.51007577,0.034033711,185,8.8,0.1109,0.2517,1192
"945","MO3667109281220120704","Wildfire",2012-07-04,36.683,-92.812,1662,"39c",106,"Ozark Highlands Section",2012,7,65.0009994506836,28.8350009918213,45.0769996643066,4.82600021362305,-3.8,0.003581598,1.572321413,0,78.47996991,3.049730485,4.605934707,7.498074891,0.984939381,3.80544761,0,0,186,10.1,0.4027,0.6573,327
"946","WA4781412020320120705","Wildfire",2012-07-05,47.807,-120.211,1001,"77f",13,"Eastern Cascades Section",2012,7,16.7129993438721,21.9130001068115,31.5599994659424,6.02899980545044,1.41,0,3.708810888,0,0,8.003223496,0,28.92908309,59.17621777,0.046561605,0.119985673,0.016117479,187,5.3,0.173,0.2886,635
"947","CA4047812246920120705","Wildfire",2012-07-05,40.488,-122.483,1439,"6e",8,"Great Valley Section",2012,7,0.0209999997168779,26.7220020294189,49.3479995727539,8.56099987030029,-1.27,0.202345778,9.768108157,0.14683499,0.016116035,3.282299221,4.294028114,47.22714657,34.12660041,0,0,0.936520727,187,8,0.3445,0.6171,183
"948","OK3587509860020120705","Wildfire",2012-07-05,35.893,-98.601,1183,"27d",86,"Redbed Plains Section",2012,7,2.81399989128113,30.4750022888184,52.1209983825684,8.6230001449585,-3.37,0.039404632,3.191775179,0.00179112,2.826386774,13.33488564,7.037309022,4.898712185,43.2430012,0.204187638,25.21896437,0.003582239,187,10.5,0.221,0.3915,533
"949","MT4622710490020120705","Wildfire",2012-07-05,46.227,-104.861,1048,"43n",61,"Powder River Basin Section",2012,7,44.4729995727539,25.2200012207031,39.9959983825684,5.18599987030029,-2.39,0.042986871,0,0,0,0.333148251,0,4.010316849,95.19442604,0.003582239,0,0.415539754,187,7.5,0.1675,0.2848,907
"950","MT4508510636220120705","Wildfire",2012-07-05,45.089,-106.388,6170,"43q",61,"Powder River Basin Section",2012,7,39.6860008239746,25.4090003967285,48.7369995117188,5.70900011062622,-3.24,0,0,0,0.007165377,2.550874176,0,46.6663084,50.66638005,0.060905704,0,0.048366294,187,8.4,0.131,0.2391,1158
"951","NV3739911457120120705","Wildfire",2012-07-05,37.424,-114.588,1878,"14b",34,"Southeastern Great Basin Section",2012,7,42.5130004882812,26.5790004730225,43.3819999694824,14.0729999542236,-2.58,0,0.535496812,0.197005516,0.012536715,13.01669174,0,59.31656995,26.52768823,0,0,0.394011032,187,7.5,0.1335,0.2331,1647
"952","ID4331211582520120706","Wildfire",2012-07-06,43.344,-115.886,6119,"12h",27,"Owyhee Uplands Section",2012,7,1.56099998950958,24.7100009918213,49.5540008544922,5.94799995422363,0.66,0,0.498065071,0,0,0,0,10.17808514,88.61795901,0,0.705890784,0,188,8.5,0.1198,0.2092,1037
"953","CA3931912270720120707","Wildfire",2012-07-07,39.32,-122.627,29924,"78r",164,"Northern California Interior Coast Ranges Section",2012,7,0,23.8940010070801,37.476001739502,9.33600044250488,-1.26,0,5.788483926,0,0,5.872660518,0.091340557,1.038774962,87.20874004,0,0,0,189,6.2,0.3065,0.7089,1141
"954","CA3716511828920120707","Wildfire",2012-07-07,37.124,-118.275,1110,"13ac",32,"Mono Section",2012,7,3.21499991416931,24.5980014801025,45.2229995727539,12.1359996795654,-2.37,0,3.344140142,0.600046571,0,0,0,28.73775278,53.76954629,2.045531892,5.556252127,5.946730194,189,9.3,0.0843,0.1493,1223
"955","ID4245311502520120707","Wildfire",2012-07-07,42.603,-115.179,171409,"80a",27,"Owyhee Uplands Section",2012,7,0.680999994277954,25.4980010986328,48.3370018005371,8.71000003814697,-1.61,0,0,0,0,0,0,0,100,0,0,0,189,8.2,0.111,0.1847,1245
"956","CA3935412239320120708","Wildfire",2012-07-08,39.363,-122.447,3609,"6f",164,"Northern California Interior Coast Ranges Section",2012,7,0,24.4420013427734,42.5029983520508,7.9060001373291,-1.95,0,2.690068953,0,0,0.005372974,0,56.02579027,41.2787678,0,0,0,190,7,0.227,0.4414,577
"957","OR4281911917520120708","Wildfire",2012-07-08,42.884,-119.059,163356,"80g",28,"Northwestern Basin and Range Section",2012,7,0,20.5510005950928,43.3899993896484,5.29500007629395,-2.59,0.012537388,0.007164222,0.003582111,0,0.008955277,0,11.01499113,88.31336306,0,0,0.639406802,190,7.5,0.1,0.1985,1482
"958","ID4314011358620120708","Wildfire",2012-07-08,43.116,-113.579,7876,"12g",51,"Snake River Basalts Section",2012,7,12.1300001144409,24.0460014343262,44.8009986877441,7.25400018692017,-2.37,0,0,1.888042991,0,0,0,13.32736229,84.39050605,0,0,0.39408867,190,7.7,0.0908,0.182,1381
"959","OR4239211789420120708","Wildfire",2012-07-08,42.428,-117.625,557620,"80a",27,"Owyhee Uplands Section",2012,7,1.70099997520447,24.0270004272461,44.935001373291,10.9969997406006,-2.22,0,0,0,0,0.071631955,0,2.075535897,97.80627138,0,0,0.046560771,190,7.9,0.0724,0.1663,1485
"960","CA3583412025220120709","Wildfire",2012-07-09,35.831,-120.282,2707,"6aa",155,"Central California Coast Ranges Section",2012,7,0,23.9410018920898,46.8110008239746,6.23099994659424,-2.66,0,1.035341322,0,0,0,0,1.370304691,97.57465026,0,0,0.019703728,191,8.1,0.0818,0.1971,515
"961","OR4417811784720120709","Wildfire",2012-07-09,44.145,-117.815,8916,"11i",27,"Owyhee Uplands Section",2012,7,12.5340003967285,21.7630004882812,39.5550003051758,4.38199996948242,-2.52,0,0,0,0,0.388826175,0,45.37261015,54.23856367,0,0,0,191,8.7,0.1042,0.207,1362
"962","OR4408711780620120709","Wildfire",2012-07-09,44.083,-117.852,10403,"11i",27,"Owyhee Uplands Section",2012,7,8.9680004119873,22.2270011901855,40.0830001831055,3.58800005912781,-2.65,0,0.730672111,0,0,0.091334014,0,10.46222174,88.30745536,0,0,0.408316768,191,8.9,0.0964,0.1674,1228
"963","ID4292411561820120709","Wildfire",2012-07-09,42.884,-115.677,13749,"12j",27,"Owyhee Uplands Section",2012,7,0,25.7360019683838,50.298999786377,6.89200019836426,-1.35,0.977706151,0.254275226,0.014325365,0,0,0,13.81144239,76.6496553,0.299041991,7.313098755,0.68045483,191,9.6,0.0843,0.1378,867
"964","OK3479809517320130308","Wildfire",2013-03-08,34.783,-95.183,1240,"36d",91,"Arkansas Valley Section",2013,3,94.5709991455078,8.21700000762939,9.92000007629395,0.967000007629395,-4.48,0.005373936,1.074787282,0.085982983,36.40125392,19.20107479,41.45096283,0.870577698,0.476489028,0.433497537,0,0,67,3.6,0.2023,0.4603,390
"965","AR3608809248420130308","Wildfire",2013-03-08,36.088,-92.49,1218,"39c",106,"Ozark Highlands Section",2013,3,71.7480010986328,6.17100048065186,9.49400043487549,0.874000012874603,-3.55,1.328844156,1.832085676,1.049464522,76.50345643,1.692395859,13.11293384,1.687023174,0.829184426,1.885812529,0,0.078799384,67,2.6,0.2012,0.4461,243
"966","FL2610108128120130312","Wildfire",2013-03-12,26.096,-81.308,19723,"76b",101,"Everglades Section",2013,3,19.3920001983643,17.2310009002686,19.7779998779297,0.444999992847443,-0.92,0.014329214,0.245387784,0,0,5.523911875,2.419845961,0.001791152,0,0,0,91.79473401,71,4.2,0.2286,0.5179,4
"967","MT4607711363820130716","Wildfire",2013-07-16,46.075,-113.589,3449,"17am",25,"Bitterroot Valley Section",2013,7,11.9610004425049,15.5000009536743,25.7959995269775,4.49300003051758,-3.21,0.09135201,0.003582432,0,0.010747295,75.79171742,0,3.329870316,20.51300423,0,0,0.259726302,197,7.1,0.248,0.7094,2171
"968","MT4565711478020130716","Wildfire",2013-07-16,45.68,-114.632,43216,"16i",26,"Idaho Batholith Section",2013,7,9.29500007629395,17.7520008087158,29.8549995422363,6.52500009536743,-2.2,0,0,0,0,28.41279507,0,5.258444675,66.21950783,0,0,0.109252427,197,7,0.2856,0.6535,1956
"969","NV4188211609920130716","Wildfire",2013-07-16,41.889,-116.084,3991,"80j",27,"Owyhee Uplands Section",2013,7,16.9029998779297,21.2950000762939,39.734001159668,7.55399990081787,-3.63,0,1.244738963,0,0.17730814,0.010745948,0.019700904,58.97017999,34.37449628,2.016656219,0.125369392,3.060804155,197,8,0.1963,0.3694,1964
"970","ID4235011523620130716","Wildfire",2013-07-16,42.389,-115.274,5326,"80a",27,"Owyhee Uplands Section",2013,7,3.40100002288818,24.246000289917,48.326000213623,10.3780002593994,-4.02,0,0,0,0,0,0,49.46621767,50.52661747,0,0,0.007164864,197,7.3,0.0928,0.2064,1474
"971","ID4423611540120130716","Wildfire",2013-07-16,44.229,-115.395,5034,"16k",26,"Idaho Batholith Section",2013,7,6.98099994659424,18.859001159668,30.5709991455078,5.86800003051758,-2.24,0.111049417,0,0.064480307,0,38.60221024,0,15.13316974,46.05685014,0,0,0.032240153,197,6.7,0.2867,0.6008,2109
"972","ID4291211546620130716","Wildfire",2013-07-16,42.9,-115.487,4495,"12h",27,"Owyhee Uplands Section",2013,7,3.10199999809265,26.6790008544922,55.125,9.26500034332275,-3.72,1.807272076,3.018090632,0.023284972,0,0,0,4.717893606,74.41518897,0.155830199,15.24090991,0.621529644,197,8.4,0.0601,0.1849,847
"973","NV4118111620820130716","Wildfire",2013-07-16,41.175,-116.197,3096,"80j",50,"Northeastern Great Basin Section",2013,7,12.7930002212524,21.6440010070801,36.5740013122559,8.42300033569336,-3.45,0,0,0,0.347433647,1.230344926,0,63.5678212,34.81858233,0,0,0.035817902,197,7.7,0.1627,0.2793,1972
"974","MT4780411300920130718","Wildfire",2013-07-18,47.816,-112.96,13712,"41d",21,"Northern Rockies Section",2013,7,8.62800025939941,15.9690008163452,24.3770008087158,1.18599998950958,-0.0800000000000001,0,0.014329214,0.035823034,0.025076124,10.06985492,0,27.17535375,61.45083289,0.517642844,0,0.711087229,199,6.1,0.3723,0.6789,1693
"975","ID4631911498620130718","Wildfire",2013-07-18,46.341,-114.938,8187,"16b",26,"Idaho Batholith Section",2013,7,4.84299993515015,17.9460010528564,25.9769992828369,6.97800016403198,-0.98,0,0.010745563,0,0,52.05508892,0,3.096513065,44.78392464,0,0,0.053727815,199,5.9,0.2884,0.685,1969
"976","ID4497911525820130719","Wildfire",2013-07-19,44.994,-115.178,12562,"16k",26,"Idaho Batholith Section",2013,7,15.9770002365112,17.4010009765625,32.7630004882812,3.88100004196167,-2.22,0.037610144,0,0.162977291,0,29.23024572,0,13.06325668,57.12980873,0,0,0.37610144,200,6.1,0.2027,0.4399,2177
"977","NV4052111560220130719","Wildfire",2013-07-19,40.502,-115.584,2937,"13m",33,"Central Great Basin Mountains Section",2013,7,23.2089996337891,21.2530002593994,36.7970008850098,6.57499980926514,-3.5,0,0.055508801,0,8.093541282,2.37434419,0.16294519,47.41705015,36.29559332,2.959872509,0,2.641144556,200,7.2,0.1909,0.3213,1953
"978","OR4481412123520130720","Wildfire",2013-07-20,44.881,-121.178,50028,"11a",30,"High Lava Plains Section",2013,7,0,22.9860019683838,45.4099998474121,5.54300022125244,-2.22,0.089567211,0.58935225,0.021496131,0,0.191673832,0,2.85361135,95.59150186,0.600100315,0,0.062697048,201,7.3,0.1132,0.2192,557
"979","ID4452811445820130720","Wildfire",2013-07-20,44.562,-114.426,22406,"16k",52,"Challis Volcanics Section",2013,7,19.1919994354248,17.9950008392334,31.4610004425049,5.09200000762939,-2.11,0,0,0.098502758,0,22.39236335,0,8.761372591,68.58836593,0,0,0.159395372,201,6.2,0.1428,0.3125,2455
"980","UT4151911370320130720","Wildfire",2013-07-20,41.533,-113.738,3110,"80a",49,"Bonneville Basin Section",2013,7,34.2019996643066,22.7080001831055,32.8489990234375,10.628999710083,-2.22,0,0.010747295,0,0.03045067,29.99032743,0.028659454,41.24095436,28.69348714,0,0,0.005373648,201,6.4,0.1795,0.2636,1938
"981","WY4395910974120130720","Wildfire",2013-07-20,43.932,-109.726,25911,"17ao",55,"Yellowstone Highlands Section",2013,7,47.0909996032715,13.6400003433228,19.3640003204346,2.51999998092651,-3.52,0.062703787,0,2.271668637,0.146906016,26.75301874,0.026873052,12.36518686,57.82364112,0.068078398,0,0.481923394,201,6.4,0.1293,0.3038,2763
"982","ID4299711423520130721","Wildfire",2013-07-21,43.008,-114.177,7488,"12g",51,"Snake River Basalts Section",2013,7,2.6159999370575,24.4170017242432,49.0660018920898,8.11100006103516,-3.22,0,0.293712055,0,0,0,0,15.00080592,82.50443254,0.055518742,2.129412397,0.016118344,202,9,0.1214,0.2232,1286
"983","CO4028410821720130721","Wildfire",2013-07-21,40.283,-108.207,1894,"20c",45,"Uinta Mountains Section",2013,7,47.556999206543,21.9330005645752,35.0279998779297,6.09000015258789,-2.48,0,0,0.120045868,5.065218949,27.3722497,0.078836093,53.09431663,13.86619365,0.026875941,0,0.376263169,202,6.8,0.2071,0.3416,2048
"984","CA3727911931820130722","Wildfire",2013-07-22,37.294,-119.263,23564,"5m",10,"Sierra Nevada Section",2013,7,2.43400001525879,16.3450012207031,18.5100002288818,6.07000017166138,-3.58,0.148628322,1.09949144,0.15400043,0,53.25728816,0,12.04247547,33.27125564,0,0,0.02686054,203,4.2,0.2922,0.5575,1921
"985","WY4273810886420130722","Wildfire",2013-07-22,42.74,-108.848,1457,"17m",161,"Wind River Mountain Section",2013,7,9.75699996948242,18.7220001220703,31.0949993133545,3.85800004005432,-3.42,0.300929658,1.314776004,0.01791248,2.054561413,41.43873036,0.062693679,39.26594658,15.31875257,0.016121232,0,0.209576012,203,8.1,0.2381,0.3929,2293
"986","WA4599612064920130724","Wildfire",2013-07-24,46.008,-120.612,25605,"9a",17,"Columbia Basin Section",2013,7,0,20.8290004730225,31.701000213623,6.51999998092651,2.06,0,4.109490882,0,0.005374225,19.38303895,0,2.481100641,73.80423489,0,0,0.216760417,205,7.5,0.3757,0.7076,976
"987","OR4261412376020130726","Wildfire",2013-07-26,42.633,-123.736,28911,"78e",2,"Klamath Mountains Section",2013,7,0,22.3620014190674,40.0789985656738,3.31100010871887,-3.16,0.116410266,3.46544406,0,0,71.35949281,0.7450257,3.503053531,20.60282608,0.017909272,0,0.189838279,207,9.8,0.3884,0.7823,352
"988","OR4292312275720130726","Wildfire",2013-07-26,42.918,-122.763,16509,"4f",2,"Klamath Mountains Section",2013,7,0,21.7590007781982,33.576000213623,4.94299983978271,-2.09,0.003581854,0,0,0.055518742,81.78089797,0.021491126,4.454035854,13.67910167,0,0,0.005372781,207,8,0.4811,0.8569,1182
"989","OR4304512272320130726","Wildfire",2013-07-26,43.045,-122.719,1785,"4f",14,"Western Cascades Section",2013,7,0,23.0360012054443,41.5279998779297,2.67400002479553,-2,0,0.035821109,0.032238998,0,87.68112048,0.168359214,9.813192915,2.269267279,0,0,0,207,8.3,0.3778,0.8236,486
"990","OR4261812347620130726","Wildfire",2013-07-26,42.606,-123.492,2444,"78e",2,"Klamath Mountains Section",2013,7,0,22.7530002593994,37.9480018615723,4.29699993133545,-2.82,0,7.194798682,0,0.037612839,68.10252185,2.380355352,8.375125376,13.89883938,0.00716435,0,0.003582175,207,8.4,0.4311,0.7879,929
"991","TX3610010008020140403","Wildfire",2014-04-03,36.172,-100.069,8280,"26a",166,"Southern High Plains Section",2014,4,12.8409996032715,14.0900011062622,23.5259990692139,2.14599990844727,-2.6,0.041194276,1.676427919,0.252538821,0.068060108,0,0.014328444,10.39170383,86.42917271,0,1.004782118,0.121791772,93,4,0.1368,0.2352,733
